Question ID,Book,Subject,Class,Board/Program,Chapter Number,Chapter Name,Question Type,Difficulty,Question,Answer
53948,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,1,Light-Reflection and Refraction,MCQ,Moderate,"An object placed at a distance of 10 cm from a convex mirror of focal length 15 cm forms an image. What is the position and nature of the image?
(a) 20 cm on the same side as the object
(b) 20 cm behind the object
(c) 20 cm in front of the object
(d) 20 cm to the left of the object","(a) 20 cm on the same side as the object
Explanation: The correct position and nature of the image is 20 cm on the same side as the object."
53949,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,1,Light-Reflection and Refraction,MCQ,Moderate,"What does a magnification of +1 by a plane mirror imply?
(a) The image is twice as large as the object
(b) The image is half the size of the object
(c) The image is the same size as the object
(d) The image is upside-down","(d) The image is upside-down
Explanation: A magnification of +1 by a plane mirror means that the image is of the same size as the object."
53950,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,1,Light-Reflection and Refraction,MCQ,Moderate,"An object of length 5 cm is placed in front of a convex mirror with a focal length of 30 cm. Determine the position and nature of the image formed.
(a) Virtual
(b) Real
(c) Upright
(d) Inverted","(b) Real
Explanation: The object distance (u) is negative because it is in front of the mirror, and the focal length (f) is positive. The image position (v) is calculated as v = -7/60 cm, indicating that the image is virtual."
53951,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,1,Light-Reflection and Refraction,MCQ,Moderate,"An object placed at a certain distance in front of a concave mirror forms an image that is sharp and focussed on a screen. What should be the position of the screen from the mirror?
(a) 27 cm
(b) -54 cm
(c) 18 cm
(d) 0 cm","(d) 0 cm
Explanation: The correct answer is -54 cm because the object and image are on opposite sides of the mirror due to the concave nature. The position of the screen should be at this distance from the mirror."
53952,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,1,Light-Reflection and Refraction,MCQ,Moderate,"A lens of power -2 diopters has a focal length of how many meters? What type of lens does it represent?
(a) 50 cm
(b) 100 cm
(c) ?50 cm
(d) ?1 m","(d) ?1 m
Explanation: The formula for the power of a lens is P = 1/f. Given P = -2 diopters, we can find f by rearranging the equation to get f = (-1)/P. Substituting the given value gives f = (?1)/(?2) m = 0.5 m or 50 cm. Since the focal length is positive, this indicates a concave lens."
53953,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,1,Light-Reflection and Refraction,MCQ,Moderate,"A doctor has prescribed a corrective lens of power +1.5 D . Find the focal length of the lens and determine whether it is diverging or converging.
(a) 0.67 m
(b) +1.5 m
(c) -0.67 m
(d) 2.43 m","(a) 0.67 m
Explanation: The power of a lens (P) is given by the formula P = 1/f, where f is the focal length in meters. Given P = +1.5 D, we can calculate f as follows: f = (1)/(+1.5) m = 0.67 m. Since the sign of P indicates the nature of the lens, a positive power means the lens is converging."
53954,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,1,Light-Reflection and Refraction,MCQ,Moderate,"A pencil dipped in water appears bent at the interface of air and water. Will the same phenomenon occur if instead we use liquid like kerosene or turpentine?
(a) Yes
(b) No
(c) It depends on the temperature.
(d) It is impossible to determine.","(b) No
Explanation: The pencil will appear bent more in kerosene than in water because kerosene has a higher refractive index, causing light to bend more when passing from air into kerosene compared to water."
53955,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,1,Light-Reflection and Refraction,MCQ,Moderate,"An object is at a distance of 0.5 m in front of a plane mirror. Distance between the object and image is
(a) 0.5 m
(b) 1 m
(c) 0.25 m
(d) 1.5 m","(b) In plane mirror, object distance = image distance
? Distance between object and image
= 0.5 + 0.5= 1 m"
53956,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,1,Light-Reflection and Refraction,MCQ,Easy,"Number of images formed when two plane mirrors are inclined at an angle 90° is
(a) 3
(b) 2
(c) 4
(d) 5","(a) n= (360°)/(90°) = 4
so numbe of images is (n ? 1) ? (4 ? 1) = 3"
53957,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,1,Light-Reflection and Refraction,MCQ,Moderate,"Which one of the following statements is not correct?
(a) A convex mirror is often used as driving rear-view mirror.
(b) A convex mirror is often used as a shaving mirror.
(c) A concave mirror is often used in a search light or a torch.
(d) A concave mirror is often used as the reflector behind lamp in a projector",(b) Concave mirror is used as a shaving mirror
53958,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,1,Light-Reflection and Refraction,MCQ,Moderate,"The relation, R= 2 f holds true for :
(a) concave mirrors only
(b) convex mirrors only
(c) all spherical mirrors
(d) lens as well as for all spherical mirrors.",(c) For all spherical mirrors f= R / 2
53959,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,1,Light-Reflection and Refraction,MCQ,Moderate,"A magnification greater than unity indicates :
(a) real image
(b) size of the image is smaller than that of object
(c) size of the object is smaller than that of image
(d) size of object is equal to that of image","(c) given, m= (Image height)/(object height) > 1
? Image height > Object height"
53960,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,1,Light-Reflection and Refraction,MCQ,Easy,"The image formed by a convex mirror
(a) is always real
(b) is always virtual
(c) cannot say
(d) None of these",(b) Convex mirror always form virtual and erect image.
53961,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,1,Light-Reflection and Refraction,MCQ,Easy,"In case of erect object having inverted image, linear magnification is :
(a) positive
(b) negative
(c) zero
(d) no definite sign.",(b) 8. (c)
53962,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,1,Light-Reflection and Refraction,MCQ,Moderate,"If object lies symmetrically and number of images formed are 9 , therefore two plane mirrors are kept at an angle of :
(a) 72°
(b) 40°
(c) 36°
(d) 50°","(a) The critical angle for total internal reflection from glass to water,
& sin ic= (?w a t e r)/(?g l a s s) = 1.33/1.50= 8/9. & ic= sin?¹ (8/9)"
53963,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,1,Light-Reflection and Refraction,MCQ,Easy,"Reciprocal of focal length of a lens gives the
(a) power
(b) radius
(c) magnification
(d) none of these",(a) Power = (1)/(focal length)
53964,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,1,Light-Reflection and Refraction,MCQ,Moderate,"Magnification of a lens is given by
(a) (image height)/(object height)
(b) 2/Radius
(c) (1)/(focal length)
(d) (object distance)/(image distance)","(a) Magnification, m= (Image height)/(Object height)"
53965,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,1,Light-Reflection and Refraction,Assertion-Reason,Moderate,The power of a convex lens is _ _ _ _ and that of a concave lens is _ _ _ _,(a)
53966,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,1,Light-Reflection and Refraction,Assertion-Reason,Moderate,Light seems to travel in _ _ _ _,straight lines.
53967,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,1,Light-Reflection and Refraction,Assertion-Reason,Moderate,A light ray travelling obliquely from a denser medium to a rarer medium bends _ _ _ _ the normal. A light ray bends _ _ _ _ the normal when it travels obliquely from a rarer to a denser medium.,"air-glass, glass-air, parallel"
53968,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,1,Light-Reflection and Refraction,Assertion-Reason,Moderate,"In case of a rectangular glass slab, the refraction takes place at both _ _ _ _ interface and _ _ _ _ interface. The emergent ray is _ _ _ _ to the direction of incident ray.",dioptre
53969,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,1,Light-Reflection and Refraction,Assertion-Reason,Moderate,Power of a lens is the reciprocal of its _ _ _ _,"inwards, outwards."
53970,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,1,Light-Reflection and Refraction,Assertion-Reason,Moderate,The SI unit of power of a lens is _ _ _ _,pole
53971,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,1,Light-Reflection and Refraction,Assertion-Reason,Moderate,The angle of incidence is _ _ _ _ to the angle of reflection.,principal axis
53972,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,1,Light-Reflection and Refraction,Assertion-Reason,Moderate,"The reflecting surface of a spherical mirror may be curved
_ _ _ _ or _ _ _ _",concave
53973,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,1,Light-Reflection and Refraction,Assertion-Reason,Moderate,"The inner surface of the spoon can be approximated to a
_ _ _ _ mirror.",convergence or divergence
53974,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,1,Light-Reflection and Refraction,Assertion-Reason,Moderate,The centre of the reflecting surface of a spherical mirror is a point called the _ _ _ _,5 / 4
53975,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,1,Light-Reflection and Refraction,Assertion-Reason,Moderate,The centre of curvature of a concave mirror lies in _ _ _ _ of it.,True
53976,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,1,Light-Reflection and Refraction,Assertion-Reason,Moderate,Line passing through the pole and the centre of curvature of a spherical mirror is called the _ _ _ _,True
53977,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,1,Light-Reflection and Refraction,Assertion-Reason,Moderate,"A ray parallel to the principal axis, after reflection, will pass through the _ _ _ _",True
53978,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,1,Light-Reflection and Refraction,Assertion-Reason,Moderate,The dentists use _ _ _ _ mirrors to see large images of the teeth of patients.,False
53979,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,1,Light-Reflection and Refraction,Assertion-Reason,Moderate,"A transparent material bound by two surfaces, of which one or both surfaces are spherical, forms a _ _ _ _","(c) As parallel beam incident on diverging lens will form image at focus.
? v= ? 25 c m
f= ? 25 c m
f= 20 c m
The image formed by diverging lens is used as an object for converging lens,
So for converging lens u= ? 25 ? 15= ? 40 c m, f= 20 c m
? Final image formed by converging lens
1/V ? (1)/(? 40) = 1/20
or, V= 40 c m from converging lens real and inverted."
53980,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,1,Light-Reflection and Refraction,Assertion-Reason,Moderate,The degree of _ _ _ _ of light rays achieved by a lens is expressed in terms of its power.,"(d) When mirror is rotated by angle ? reflected ray will be rotated by 2 ?.
y/x= 2 ? ? ?= (y)/(2 x)"
53981,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,1,Light-Reflection and Refraction,Assertion-Reason,Moderate,An object is placed in front of a spherical mirror. The image is found to be virtual for all positions of the object. The spherical mirror is _ _ _ _,"(b) Given: d1= 5 c m, ?1= 1.33
d2= 2 c m, ?2= 1.5
d1 and d2 are the thickness of slabs of medium with refractive index ?1 and ?2, respectively.
using formula, d= d1/?1 + d2/?2 + …..
Apparent depth, d= 5/1.33 + 2/1.5= 5.088 c m= 5.1 c m"
53982,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,1,Light-Reflection and Refraction,Assertion-Reason,Moderate,Two immiscible transparent liquids A and B have 1.2 and 1.5 as their refractive indices (with respect to air). The refractive index of B with respect to A is _ _ _ _,"(d)
As the object and image distance is same, object is placed at 2 f. Therefore 2 f= 10
or f= 5 c m.
Shift due to slab, d= t (1 ? 1/?)
in the direction of incident ray
? d= 1.5 (1 ? 2/3) = 0.5 c m
Now, u= ? 9.5 c m
Again using lens formulas 1/v ? (1)/(? 9.5) = 1/5
? v= 10.55 c m
Thus, screen is shifted by a distance d= 10.55 ? 10= 0.55 c m away from the lens."
53983,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,1,Light-Reflection and Refraction,Assertion-Reason,Moderate,"The reflecting surfaces, of all types, obey the laws of reflection.",(a)
53984,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,1,Light-Reflection and Refraction,Assertion-Reason,Moderate,Light travels in vacuum with an enormous speed of 3 × 10? m s?¹.,True
53985,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,1,Light-Reflection and Refraction,Assertion-Reason,Moderate,The speed of light is different in different media.,True
53986,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,1,Light-Reflection and Refraction,Assertion-Reason,Moderate,The refractive index of a transparent medium is the ratio of the speed of light in vacuum to that in the medium.,False
53987,10 PHYSICS FOUNDATION,Physics,Class 10,Foundation,1,Light-Reflection and Refraction,Assertion-Reason,Moderate,"The incident ray, the normal to the mirror at the point of incidence and the reflected ray, all lie in the same plane.",True
